id,name,category_primary,region,tier,tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move,offset_severity,failure_modes,risk_level,action
08f266694b8dd34103db5d8f268c8bfe,SNT Biotech Lab,pharmacy,IL,1,standard_commercial,41.6186691,-88.2061076,41.6186691,-88.2061076,1.0,"The current pin is already at the main customer entrance facing the street, which is the correct location for the pharmacy's storefront.",gpt-4o-mini,"24119 W Riverwalk Ct, Plainfield, IL, 60544-8102, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f2af608b8633ac03a9430e8ba43b40,Debbie’s Doula Services,professional_services,VA,4,no_building,37.1346213,-76.5678284,37.1346213,-76.5678284,0.3,The address is located in a residential area with no visible standalone commercial building.,gpt-4o-mini,"912 Arnett Dr, Newport News, VA, 23608-2402, US",0.0,0.0,0.0,simple,high,False,already_accurate,rural_or_sparse_area_risk,medium_risk,keep_original_pin
08f44a112bcc56d30324dd2659dd9b1b,Wax Custom Communications,advertising_agency,FL,4,no_building,25.7754476,-80.189125,25.7754476,-80.189125,0.3,No dedicated commercial structure is visible at the address; the area appears to be a mix of commercial and residential buildings.,gpt-4o-mini,"261 NE 1st St, Miami, FL, 33132-2515, US",0.0,0.0,0.0,simple,high,False,already_accurate,none,medium_risk,keep_original_pin
08f44dab0c4b02db035754f1e3be0658,Advance Auto Parts,auto_parts_and_supply_store,NC,1,standard_commercial,35.23657600998167,-80.73959752002338,35.23657600998167,-80.73959752002338,1.0,"The current pin is already at the main customer entrance of the Advance Auto Parts store, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"3020 Milton Rd, Charlotte, NC, 28215, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f26e0cce79a7b603caea464ec624bb,Tanglefoot Wine Cellar,winery,KS,1,standard_commercial,38.6560007,-97.3887135,38.6560007,-97.3887135,1.0,"The current pin is already at the main customer entrance of Tanglefoot Wine Cellar, as it aligns with the storefront door facing the street.",gpt-4o-mini,"9925 S Amos Rd, Gypsum, KS, 67448-9423, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f283429066298303bed6fc399bfad9,Birder's Garden,pet_store,CA,1,standard_commercial,37.5025224,-122.2552602,37.50260751431448,-122.25520655606508,0.9,"The pin is placed near the main entrance of Birder's Garden, which is visible on the street-facing facade. The location is adjusted from the center to better align with the storefront door.",gpt-4o-mini,"926 El Camino Real, San Carlos, CA, 94070-4011, US",10.581385462788846,10.593287528915088,14.212385531941266,simple,low,True,minor_offset,centroid_bias|entrance_mismatch,medium_risk,keep_original_pin
08f2a10b1c8ded5a03a8fecf134cffae,Frame Center,framing_store,NY,1,standard_commercial,40.855679,-73.191663,40.855679,-73.191663,0.9,"The current pin is already at the center of the building, which is likely close to the main entrance. However, without specific imagery to confirm the exact entrance location, a slight adjustment may be needed. The confidence is high that this is the correct location based on the address provided.",gpt-4o-mini,"73 E Main St, Smithtown, NY, 11787, US",0.0,0.0,0.0,complex,high,False,already_accurate,centroid_bias|entrance_mismatch,medium_risk,keep_original_pin
08f2a12a4cc9dd0e0322c9f4ab7ea904,Walmart Manville,shopping,NJ,2,multi_tenant,40.5461038,-74.5842067,40.5461038,-74.5842067,0.9,"The current pin is at the center of the building, which is not the correct location for the storefront entrance of Walmart Manville. The pin needs to be adjusted to the specific unit's entrance based on the address provided.",gpt-4o-mini,"100 N Main St, Manville, NJ, 08835, US",0.0,0.0,0.0,simple,low,False,already_accurate,centroid_bias|entrance_mismatch|multi_tenant_risk,high_risk,keep_original_pin
08f2a10680a5481c038912e2cbc64c3c,AT&T,mobile_phone_accessories,NJ,1,standard_commercial,40.5780706,-74.3874605,40.5780706,-74.3874605,1.0,"The current pin is already at the main customer entrance of the AT&T store, as indicated by the storefront layout and proximity to the street.",gpt-4o-mini,"911 Oak Tree Ave, South Plainfield, NJ, 07080, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f2aa5d42d4112e038c6625ff858b5b,Robbie's Produce Market,grocery_store,NY,1,standard_commercial,42.0971135,-76.0155347,42.0971135,-76.0155347,1.0,"The current pin is already at the main customer entrance of Robbie's Produce Market, as indicated by the storefront door facing the street.",gpt-4o-mini,"2303 Vestal Rd, Vestal, NY, 13850-1936, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f2aacb2a04512c03af8b8a05907b21,Ruby Tuesday,american_restaurant,PA,1,standard_commercial,39.8878275,-75.2471,39.8878275,-75.2471,0.9,"The current pin is at the center of the building, which is not the main entrance. The primary entrance is located on the street-facing facade, and the pin should be adjusted to that location.",gpt-4o-mini,"8680 Bartram Ave, Philadelphia, PA, 19153-3105, US",0.0,0.0,0.0,simple,low,False,already_accurate,centroid_bias|entrance_mismatch,medium_risk,keep_original_pin
08f2a86d96d0c2f4039c1589e3f3c720,Skyway Drive-In - Green Location,burger_restaurant,OH,1,standard_commercial,40.9748493,-81.4900903,40.97493030207273,-81.48966114852071,0.9,"The pin is placed at the main customer entrance of the Skyway Drive-In, which is visible on the street-facing facade. The entrance is identified by the door and signage, making it the correct location for customer access.",gpt-4o-mini,"951 E Turkeyfoot Lake Rd, Green, OH, 44312-5240, US",37.136871456997206,37.17864344432152,45.08573153640265,simple,low,True,moderate_offset,entrance_mismatch,medium_risk,allow_model_correction
08f44a905350da040353d4d8f649a6bc,J & V Communications,mobile_phone_store,FL,1,standard_commercial,28.5873451,-81.3807327,28.5873451,-81.3807327,1.0,"The current pin is already at the entrance of J & V Communications, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"222 Hazard St, Orlando, FL, 32804-3030, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f267572e5330000319afd679bf6ed5,Quick Stop Mart Academy,convenience_store,IL,1,standard_commercial,40.9440683,-90.3756834,40.944149339856025,-90.3752542485207,0.9,"The pin is placed at the main entrance of Quick Stop Mart Academy, which is visible on the street-facing facade. The entrance is marked by signage and a door opening, making it the appropriate location for customer access.",gpt-4o-mini,"275 S Academy St, Galesburg, IL, 61401-4325, US",37.15419390882712,37.19598538162885,45.1067617240894,simple,low,True,moderate_offset,entrance_mismatch,medium_risk,allow_model_correction
08f2a1380a48593603ab50ef9c0d6d7a,New Jersey State Funeral Directors' Association,funeral_services_and_cemeteries,NJ,3,open_space,40.1515999,-74.0972747,40.1515999,-74.0972747,0.8,"The current pin is at the center of the image, which appears to be a parking lot area. Since this is a funeral services location, the parking lot entrance is likely the main access point for visitors.",gpt-4o-mini,"1977 RT-34, Wall Twp, NJ, 07719-9751, US",0.0,0.0,0.0,simple,low,False,already_accurate,centroid_bias|entrance_mismatch|open_space_ambiguity|parking_lot_bias,high_risk,keep_original_pin
08f2ab31aad29ac003ae710a45927c46,Dave's Cosmic Subs,sandwich_shop,OH,1,standard_commercial,41.3887615,-82.0767204,41.3887615,-82.0767204,1.0,"The current pin is already at the main customer entrance of Dave's Cosmic Subs, which is facing the street.",gpt-4o-mini,"515 Abbe Rd N, Elyria, OH, 44035-3718, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f44a1109358c2803c2653be159cddb,ZOI Restaurant and Lounge,restaurant,FL,1,standard_commercial,25.8293436,-80.1869884,25.829440169355983,-80.18655924852071,0.9,"The pin has been placed at the main entrance of ZOI Restaurant and Lounge, which is located on the street-facing facade. The coordinates reflect the closest point to the entrance door as visible in the imagery.",gpt-4o-mini,"5808 NE 4th Ct, Miami, FL, 33137-2612, US",44.273983790583394,44.32378368657466,53.75048599763208,simple,low,True,large_offset,entrance_mismatch,high_risk,review_manually
08f29b6d06c5459d0366de766faa0a5e,Blade Editorial Inc,professional_services,AZ,4,no_building,33.4837069,-112.0734938,33.4837069,-112.0734938,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area or home-based business.,gpt-4o-mini,"3033 N Central Ave, Phoenix, AZ, 85012-2800, US",0.0,0.0,0.0,simple,high,False,already_accurate,rural_or_sparse_area_risk,medium_risk,keep_original_pin
08f2798db531a6e903709bdf35e47d07,Panda Express,chinese_restaurant,MT,1,standard_commercial,45.8276944,-108.4703335,45.8276944,-108.4703335,1.0,"The current pin is already at the main customer entrance of Panda Express, which is the correct location for the storefront door.",gpt-4o-mini,"1633 Main St, Billings, MT, 59105-4037, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f4440570d9eb4903005f9f097b3ab5,Jett's Food Mart,convenience_store,LA,1,standard_commercial,30.6496523,-91.1056193,30.6496523,-91.1056193,1.0,"The current pin is already at the main customer entrance of Jett's Food Mart, as it is positioned centrally in front of the building facing the street.",gpt-4o-mini,"9645 Main St, Zachary, LA, 70791-7438, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
08f48e810044c24c036d6a9260e3d6d9,Bulldog Bakery & BBQ,convenience_store,AZ,1,standard_commercial,32.08485,-111.29428,32.08485,-111.29428,1.0,"The current pin is already at the main customer entrance of Bulldog Bakery & BBQ, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"15390 W Ajo Hwy, Tucson, AZ, 85735-2023, US",0.0,0.0,0.0,simple,low,False,already_accurate,entrance_mismatch,medium_risk,keep_original_pin
