id,name,category_primary,region,tier,tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m
08f283045b0eaa2503db6cc0465e89d3,Solano Baking Company,bakery,CA,1,standard_commercial,38.4571866,-121.8405428,38.4571866,-121.8405428,1.0,"The current pin is already at the main customer entrance of Solano Baking Company, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"1160 Pitt School Rd, Dixon, CA, 95620-2100, US",0.0,0.0,0.0
08f29a40ca0deace03ecfaf887a6a143,North County Blinds,linen,CA,1,standard_commercial,33.0517932,-117.2628981,33.0517932,-117.2628981,1.0,"The current pin is already at the main customer entrance of North County Blinds, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"264 N El Camino Real, Encinitas, CA, 92024-2854, US",0.0,0.0,0.0
08f2a30732a4b19803cf4ba0abfbbe0c,"Krasnoo, Klehm & Falkner LLP",lawyer,MA,4,no_building,42.6448125,-71.15356,42.6448125,-71.15356,0.3,No dedicated commercial structure is visible; the area appears to have residential buildings and possibly home-based businesses.,gpt-4o-mini,"28 Andover St, Andover, MA, 01810-4884, US",0.0,0.0,0.0
08f2a13a9b6a4a2c0305cb28c7a244c2,Racaniellos Pizzeria,pizza_restaurant,NJ,1,standard_commercial,39.7555936,-74.2383436,39.75567608070441,-74.2379144485207,0.9,"The pin is placed at the main entrance of Racaniellos Pizzeria, which is visible on the street-facing facade. The location is adjusted from the center to align with the storefront door.",gpt-4o-mini,"849 W Bay Ave, Barnegat, NJ, 08005-2164, US",37.81477754897814,37.8573120529242,45.90873808556552
08f48e809e00d48203d2841922608c1a,Open Arms Preschool,day_care_preschool,AZ,2,multi_tenant,32.3717979,-111.0687564,32.3717979,-111.0687564,1.0,The current pin is already at the correct unit entrance for Open Arms Preschool.,gpt-4o-mini,"9095 N Bald Eagle Ave, Tucson, AZ, 85742-9517, US",0.0,0.0,0.0
08f2a90b491a50dc03cfb4ff7f2c861e,a la Wiskets,flowers_and_gifts_shop,OH,1,standard_commercial,40.0369776,-83.1635898,40.0369776,-83.1635898,1.0,"The current pin is already at the entrance of the building, which is the correct location for the storefront door.",gpt-4o-mini,"5462 Center St, Hilliard, OH, 43026-1068, US",0.0,0.0,0.0
08f44a9ba20d4a1503b8a199c3946f89,"Holiday Inn Express & Suites Clermont SE – West Orlando, an IHG Hotel",hotel,FL,1,standard_commercial,28.3484015,-81.6590035,28.3484015,-81.6590035,1.0,"The current pin is already at the main customer entrance of the hotel, which is the correct location for visitors on foot.",gpt-4o-mini,"105 Summer Bay Blvd, Clermont, FL, 34714, US",0.0,0.0,0.0
08f29a0106399b6c03aa5ca32360faea,Juan Pollo,mexican_restaurant,CA,1,standard_commercial,33.801489,-117.2243864,33.801489,-117.2243864,1.0,"The current pin is already at the main customer entrance of Juan Pollo, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"150 E Nuevo Rd, Perris, CA, 92571-2902, US",0.0,0.0,0.0
08f270bb0a61c1210318c322ad9453df,Hwy 73 Tavern,bar,MN,1,standard_commercial,47.30483,-93.02224,47.30483,-93.02224,1.0,"The current pin is already at the main customer entrance of Hwy 73 Tavern, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"2600 Highway 73, Hibbing, MN, 55746-8515, US",0.0,0.0,0.0
08f2aacb1caa3c7303b46ea73872f5e9,The New American Bistro,american_restaurant,PA,1,standard_commercial,39.8850313,-75.330815,39.88511362549151,-75.3303858485207,0.9,"The pin is placed at the main entrance of The New American Bistro, which is located on the street-facing facade. The entrance is identifiable by the door and signage visible in the imagery.",gpt-4o-mini,"217 Morton Ave, Folsom, PA, 19033-3023, US",37.74361731460739,37.786071777871825,45.82234656566056
08f29a02c69b2cd003e81b6f094ff7a7,Mexico Lindo & Seafood Restaurant,mexican_restaurant,CA,1,standard_commercial,34.4256984,-117.5668603,34.4256984,-117.5668603,1.0,"The current pin is already at the main customer entrance of the restaurant, as it is positioned at the storefront door facing the street.",gpt-4o-mini,"4359 Phelan Rd, Phelan, CA, 92371-7675, US",0.0,0.0,0.0
08f26c839e624809034f739329e0b1d1,Schlotzsky's,caterer,TX,4,no_building,33.0545183379316,-96.6958653417538,33.0545183379316,-96.6958653417538,0.3,No dedicated commercial structure is visible at the provided address; the area appears to be a mix of parking lots and residential buildings.,gpt-4o-mini,"5045 N Central Expy, Plano, TX, 75023, US",0.0,0.0,0.0
