id,name,category_primary,region,tier,tier_label,sub_tier,sub_tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m
08f26a23b68ce9ac039c14ba0034ee94,Black Beach Campground,campground,,3,open_space,3b,large_outdoor,42.5336824,-106.7135065,42.533785175778284,-106.71327046668638,0.8,"The pin is placed near the main access point visible on the road leading to the campground, which appears to be the most prominent entry point for visitors.",gpt-4o-mini,,,,42.533785175778284,-106.71327046668638,0.8,,shared,,,,,,"24025 Lakeshore Dr, 82620, US",22.464084309276146,22.489352174047543,30.802675405029216
08f266d4ab0b32ec0336b71a6d97cac2,Molly Monkey Kid Furniture,furniture_store,KY,1,standard_commercial,1b,large_standalone,38.2479517,-85.5375372,38.2479517,-85.5375372,1.0,"The current pin is already at the main customer entrance of the furniture store, which is the appropriate location for pedestrian entry.",gpt-4o-mini,38.2479517,-85.5375372,1.0,38.24776633381872,-85.5375372,0.9,"The primary vehicle entry point is visible as a driveway cut leading into the parking lot from Shelbyville Rd, located just south of the building.",both,,,,,,"11809 Shelbyville Rd, Middletown, KY, 40243-1414, US",0.0,0.0,0.0
08f2a32a5ed9ac5b035f0d5abdfc0be1,Chocksett Inn,hotel,MA,1,standard_commercial,1b,large_standalone,42.4522108,-71.750479,42.4522108,-71.750479,1.0,"The current pin is already located at the main customer entrance of Chocksett Inn, which is the appropriate location for pedestrian entry.",gpt-4o-mini,42.4522108,-71.750479,1.0,42.451957483700326,-71.750479,0.9,"The primary vehicle entry point is visible as a driveway leading from the road to the parking lot, located to the right of the building.",both,,,,,,"59 Laurelwood Rd, Sterling, MA, 01564-2220, US",0.0,0.0,0.0
08f2ad3134369cb503e5d80b8183b0be,Angus Steakhouse and Seafood,steakhouse,NC,1,standard_commercial,1c,small_urban_storefront,33.8863074,-78.5654993,33.8863074,-78.5654993,1.0,"The current pin is already at the main customer entrance of Angus Steakhouse and Seafood, which is facing the street.",gpt-4o-mini,33.8863074,-78.5654993,1.0,33.886111457994616,-78.5654993,0.9,"The identified entry point is the main driveway leading into the parking lot, which is visible from the road.",both,,,,,,"9887 Oak St, Calabash, NC, 28467-2729, US",0.0,0.0,0.0
08f2a100d3c186d9036d7bd6151c722d,"Stuyvesant Town - C,C, and E's",accommodation,NY,1,standard_commercial,1b,large_standalone,40.7307523,-73.9757363,40.7307523,-73.9757363,1.0,"The current pin is already at the main customer entrance of Stuyvesant Town - C,C, and E's, which is the storefront door facing the street.",gpt-4o-mini,40.7307523,-73.9757363,1.0,40.7307523,-73.9757363,0.2,The property appears to be a residential complex with limited visible vehicle access points. No clear driveway or parking lot entry is identifiable from the image.,shared,,,,,,"2 Stuyvesant Oval, New York, NY, 10009-2111, US",0.0,0.0,0.0
08f26d14154e956d03e9a58662ea3499,Techline Inc,software_development,TX,4,no_building,4,no_building,35.0460565,-101.9186604,35.0460565,-101.9186604,0.3,No dedicated commercial structure is visible; the area appears to be a mix of industrial and undeveloped land.,gpt-4o-mini,,,,,,,,,,,,,,"16005 Interstate 27, Amarillo, TX, 79119-2545, US",0.0,0.0,0.0
08f2aac3a8790a890396d9e4dedb38c2,Scott & Scott Attorneys,personal_injury_law,MD,4,no_building,4,no_building,39.6079848,-75.8292682,39.6079848,-75.8292682,0.3,No dedicated commercial structure is visible at the provided address; it appears to be a residential area or home-based business.,gpt-4o-mini,,,,,,,,,,,,,,"109 E Main St, Elkton, MD, 21921, US",0.0,0.0,0.0
08f29ad1b64734710366678e3274b867,Reel Teez,screen_printing_t_shirt_printing,CA,1,standard_commercial,1c,small_urban_storefront,35.3914698,-120.6082845,35.3914698,-120.6082845,1.0,"The current pin is already at the main customer entrance of the storefront, which is the appropriate location for pedestrian entry.",gpt-4o-mini,35.3914698,-120.6082845,1.0,35.3914698,-120.6082845,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,"22380 El Camino Real, Santa Margarita, CA, 93453-8628, US",0.0,0.0,0.0
08f44130134903ae0304765081aff4ad,The Ritz-Carlton Residences,accommodation,FL,1,standard_commercial,1b,large_standalone,26.3992911,-81.8367405,26.3992911,-81.8367405,1.0,"The current pin is already at the main customer entrance of The Ritz-Carlton Residences, which is the appropriate location for pedestrian entry.",gpt-4o-mini,26.3992911,-81.8367405,1.0,26.399079680886707,-81.8367405,0.9,The identified entry point is the most visible driveway entrance from the road leading to the property.,both,,,,,,"5000 Coconut Rd, Bonita Springs, FL, 34134-7233, US",0.0,0.0,0.0
08f2a306d84b18140308388e4e26e6b7,SMART Event Planning,event_planning,MA,4,no_building,4,no_building,42.2965847,-71.4207216,42.2965847,-71.4207216,0.3,No dedicated commercial structure is visible at the address; it appears to be a residential area.,gpt-4o-mini,,,,,,,,,,,,,,"29 Stonybrook Rd, Framingham, MA, 01702-5943, US",0.0,0.0,0.0
