id,name,category_primary,region,tier,tier_label,sub_tier,sub_tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move
08f489d59ab606c803517ccee128ff0f,Chateau Burg RV Resort,rv_park,TX,3,open_space,3b,large_outdoor,30.237558,-98.9018371,30.23726138942092,-98.9018371,0.9,"The pin is placed at the main entrance area where the parking lot is located, which serves as the primary access point for visitors.",gpt-4o-mini,,,,30.23726138942092,-98.9018371,0.9,,shared,,,,,,"3255 S State Highway 16, Fredericksburg, TX, 78624, US",32.981591582584514,33.01868966291778,33.01868966291778,complex,high,True
08f2a98ba908c89403ed8847c6c2854b,Rc's Country Store & Fillin' Station,convenience_store,WV,1,standard_commercial,1c,small_urban_storefront,37.619687,-82.1671691,37.619924945597255,-82.16693306668638,0.9,"The main entrance is located on the street-facing side of the building, identifiable by the door and signage. The pin is placed close to the entrance as per the imagery.",gpt-4o-mini,37.619924945597255,-82.16693306668638,0.9,37.61950004274501,-82.1671691,0.9,The identified entry point is the most visible driveway entrance from the road leading to the parking lot of Rc's Country Store & Fillin' Station.,both,,,,,,"11366 State Highway 1056, Matewan, WV, 41544-8544, US",33.64836576386022,33.68621383898381,47.300152207207354,complex,high,True
08f2a93086c8cd3403cf2b85aa45cce3,Studio Vapes,e_cigarette_store,OH,1,standard_commercial,1c,small_urban_storefront,39.1877055,-84.6523335,39.18760571196966,-84.65199017881656,0.9,"The main entrance of Studio Vapes is located on the street-facing facade, identifiable by the door and signage. The pin is placed close to the entrance as per the imagery.",gpt-4o-mini,39.18760571196966,-84.65199017881656,0.9,39.18752255527771,-84.65209746668639,0.9,"The primary vehicle entry point is located on the right side of the property, where the driveway leads into the parking lot from the road.",both,,,,,,"6302 Harrison Ave, Cincinnati, OH, 45247-7819, US",31.60122140899684,31.63676683267944,40.73083399943483,simple,low,True
08f2a134e1c9a12003fe1ba81663758f,ALDO,shoe_store,NJ,1,standard_commercial,1c,small_urban_storefront,39.942495,-75.025569,39.942560805160184,-75.02522567881657,0.9,"The identified location is the main customer entrance of the ALDO store, facing the street, as indicated by the storefront door and signage.",gpt-4o-mini,39.942560805160184,-75.02522567881657,0.9,39.942495,-75.025569,0.2,"The image shows a large parking lot with multiple entries, but no clear primary vehicle entry point is visible from the road. The center is marked due to uncertainty.",both,,,,,,"2000 Route 38, 1811, Cherry Hill, NJ, 08002, US",30.169574660666996,30.203509751529342,36.62713806617515,simple,low,True
08f2ab31ad9098c00350623fdcc1f6e6,Mi Bella Casa Furniture,furniture_store,OH,1,standard_commercial,1b,large_standalone,41.3925935,-82.0068383,41.39281886357134,-82.00649497881656,0.9,"The identified location is the main entrance of the furniture store, facing the street, as indicated by the door and signage.",gpt-4o-mini,41.39281886357134,-82.00649497881656,0.9,41.39233594163274,-82.0068383,0.9,"The primary vehicle entry point is located on the right side of the property, where the driveway leads into the parking lot from the road.",both,,,,,,"35107 Center Ridge Rd, North Ridgeville, OH, 44039-3081, US",38.05480004684404,38.09760453134495,53.7588205057708,simple,low,True
08f44a18533412ad030093a67a54e92f,Walgreens,medical_supply,FL,1,standard_commercial,1c,small_urban_storefront,25.6999195,-80.3816503,25.70009351445916,-80.38141426668639,0.9,"The main entrance of Walgreens is located on the street-facing facade, identifiable by the storefront door and signage. The pin is placed close to the entrance.",gpt-4o-mini,25.70009351445916,-80.38141426668639,0.9,25.69961014096149,-80.3816503,0.9,"The primary vehicle entry point is visible on the right side of the property, where the driveway leads into the parking lot from the road.",both,,,,,,"11690 SW 72nd St, Miami, FL, 33173-2691, US",30.556477910976856,30.59084819572595,43.04729290534448,simple,low,True
08f2ad6d348d4d01039afdb22d65bfc3,World Market,home_decor,NC,1,standard_commercial,1c,small_urban_storefront,35.9044747,-78.9355606,35.90454422218288,-78.93521727881657,0.9,"The pin is placed at the main customer entrance of World Market, which is located on the street-facing facade. The entrance is identifiable by the signage and door opening visible in the imagery.",gpt-4o-mini,35.90454422218288,-78.93521727881657,0.9,35.9044747,-78.9355606,0.2,"The image shows a large parking lot with multiple entries, but the specific entry point for vehicles is not clearly identifiable. The center point is used due to uncertainty.",both,,,,,,"6807 Fayetteville Road, Suite 114, Durham, NC, 27713, US",31.873712689201515,31.90956461443377,38.696033391543416,multi_tenant,medium,True
08f268cc0074344503d0aa2af21c6330,Sonic Drive-In,fast_food_restaurant,CO,1,standard_commercial,1c,small_urban_storefront,39.6364872,-104.8951408,39.63655329852548,-104.89479747881656,0.9,"The pin is placed at the main customer entrance of Sonic Drive-In, which is located on the street-facing facade. The imagery shows the entrance clearly marked with signage and a door.",gpt-4o-mini,39.63655329852548,-104.89479747881656,0.9,39.63622280589808,-104.8951408,0.9,"The primary vehicle entry point is located at the driveway cut leading into the parking lot, which is visible from the road.",both,,,,,,"4403 S Tamarac Pkwy, Denver, CO, 80237-2419, US",30.304073414807167,30.338159791368714,36.79042521896777,simple,low,True
08f44d84aa9458da03f8e5d2233a32ec,FASTSIGNS,sign_making,NC,1,standard_commercial,1c,small_urban_storefront,35.0881344,-80.8459568,35.088204632251475,-80.84561347881656,0.9,"The main customer entrance is located on the street-facing facade, identifiable by the door and signage. The pin is placed as close to the entrance as possible.",gpt-4o-mini,35.088204632251475,-80.84561347881656,0.9,35.0881344,-80.84572076668638,0.9,"The identified entry point is the most visible driveway entrance from the road, allowing vehicles to access the parking lot.",both,,,,,,"7510 Pineville Matthews Rd, Charlotte, NC, 28226-4072, US",32.199256849663314,32.235474950798455,39.091257704093266,simple,low,True
08f44a1a94104063035aa6f92d47cc1c,Navarro Photo,pharmacy,FL,1,standard_commercial,1c,small_urban_storefront,25.9417684,-80.3047098,25.94194205940805,-80.30447376668639,0.9,"The pin is placed at the main customer entrance of Navarro Photo, which is visible on the street-facing facade. The entrance is marked by signage and a door opening.",gpt-4o-mini,25.94194205940805,-80.30447376668639,0.9,25.941556149612392,-80.3047098,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot for Navarro Photo.,both,,,,,,"6410 NW 186th St, Hialeah, FL, 33015-6006, US",30.494131758544857,30.528431915599818,42.959461032796675,simple,low,True
